unit_id,facility_id,facility_name,city,state,size,width_ft,length_ft,square_footage,unit_type,price,regular_price,discount_amount,discount_pct,special,amenities,quantity_available,vehicle_accommodation,reserve_url,scraped_at,name,phone,facility_type,street_address,street_address_2,city,state,full_state,zip,latitude,longitude,facility_url,city_url,state_url,lowest_price,units_available,admin_fee,lock_fee,total_fees,rating,review_count,google_rating,google_review_count,special_offer,military_discount_pct,student_discount_pct,senior_discount_pct,aaa_discount,has_climate_controlled_units,hour_24_access,elevator,surveillance,fenced_lighted,egate_access,truck_access,truck_rental,free_truck_rental,handcarts,online_move_in,contactless_move_in,is_open_now,in_network,corporation_id,search_rank,distance_mi,image_count,first_image_url,office_hours,description,source_page,scraped_at
22325503,214132,Public Storage - Birmingham - 1900 Mini Warehouse Road,Birmingham,AL,10' x 10',10,10,100,Unit,64.4,92,27.6,30,Labor Day Sale,"1st Floor, Interior, Swing Door",1,,https://www.selfstorage.com/self-storage/alabama/birmingham/public-storage-birmingham-1900-mini-warehouse-road-214132/reserve/22325503/,2026-09-05 14:43:34,Public Storage - Birmingham - 1900 Mini Warehouse Road,(205) 206-6901,self-storage,1900 Mini Warehouse Road,,Birmingham,AL,Alabama,35244,33.34883,-86.79646,https://www.selfstorage.com/self-storage/alabama/birmingham/public-storage-birmingham-1900-mini-warehouse-road-214132/,https://www.selfstorage.com/self-storage/alabama/birmingham/,https://www.selfstorage.com/self-storage/alabama/,36.40,59,29,0,29,5,21,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,10304,6,7.3,6,https://www.static-selfstorage.com/images/facility/2141326a9c149b1f390.jpg,Mon 09:30-18:00; Tue 09:30-18:00; Wed 09:30-18:00; Thu 09:30-18:00; Fri 09:30-18:00; Sat 09:30-17:00; Sun 09:30-17:00,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
22325514,214132,Public Storage - Birmingham - 1900 Mini Warehouse Road,Birmingham,AL,5' x 10',5,10,50,Unit,36.4,52,15.6,30,Labor Day Sale,"1st Floor, Interior, Swing Door",3,,https://www.selfstorage.com/self-storage/alabama/birmingham/public-storage-birmingham-1900-mini-warehouse-road-214132/reserve/22325514/,2026-09-05 14:43:34,Public Storage - Birmingham - 1900 Mini Warehouse Road,(205) 206-6901,self-storage,1900 Mini Warehouse Road,,Birmingham,AL,Alabama,35244,33.34883,-86.79646,https://www.selfstorage.com/self-storage/alabama/birmingham/public-storage-birmingham-1900-mini-warehouse-road-214132/,https://www.selfstorage.com/self-storage/alabama/birmingham/,https://www.selfstorage.com/self-storage/alabama/,36.40,59,29,0,29,5,21,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,10304,6,7.3,6,https://www.static-selfstorage.com/images/facility/2141326a9c149b1f390.jpg,Mon 09:30-18:00; Tue 09:30-18:00; Wed 09:30-18:00; Thu 09:30-18:00; Fri 09:30-18:00; Sat 09:30-17:00; Sun 09:30-17:00,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
22328078,214202,Public Storage - Hoover - 2940 John Hawkins Pkwy,Hoover,AL,5' x 5',5,5,25,Unit,24,30,6,20,$1 first month rent,"Climate Controlled, Interior, Swing Door",6,,https://www.selfstorage.com/self-storage/alabama/hoover/public-storage-hoover-2940-john-hawkins-pkwy-214202/reserve/22328078/,2026-09-05 14:43:34,Public Storage - Hoover - 2940 John Hawkins Pkwy,(205) 506-4867,self-storage,2940 John Hawkins Pkwy,,Hoover,AL,Alabama,35244,33.36823,-86.81894,https://www.selfstorage.com/self-storage/alabama/hoover/public-storage-hoover-2940-john-hawkins-pkwy-214202/,https://www.selfstorage.com/self-storage/alabama/hoover/,https://www.selfstorage.com/self-storage/alabama/,24.00,33,29,0,29,5,16,0,0,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,10304,18,8.6,7,https://www.static-selfstorage.com/images/facility/2142026a9c149179e0e.jpg,Mon 09:30-18:00; Tue 09:30-18:00; Wed 09:30-18:00; Thu 09:30-18:00; Fri 09:30-18:00; Sat 09:30-17:00; Sun 09:30-17:00,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
22328083,214202,Public Storage - Hoover - 2940 John Hawkins Pkwy,Hoover,AL,10' x 10',10,10,100,Unit,81.2,116,34.8,30,Labor Day Sale,"Climate Controlled, Interior, Roll Up Door",1,,https://www.selfstorage.com/self-storage/alabama/hoover/public-storage-hoover-2940-john-hawkins-pkwy-214202/reserve/22328083/,2026-09-05 14:43:34,Public Storage - Hoover - 2940 John Hawkins Pkwy,(205) 506-4867,self-storage,2940 John Hawkins Pkwy,,Hoover,AL,Alabama,35244,33.36823,-86.81894,https://www.selfstorage.com/self-storage/alabama/hoover/public-storage-hoover-2940-john-hawkins-pkwy-214202/,https://www.selfstorage.com/self-storage/alabama/hoover/,https://www.selfstorage.com/self-storage/alabama/,24.00,33,29,0,29,5,16,0,0,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,10304,18,8.6,7,https://www.static-selfstorage.com/images/facility/2142026a9c149179e0e.jpg,Mon 09:30-18:00; Tue 09:30-18:00; Wed 09:30-18:00; Thu 09:30-18:00; Fri 09:30-18:00; Sat 09:30-17:00; Sun 09:30-17:00,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
22328091,214202,Public Storage - Hoover - 2940 John Hawkins Pkwy,Hoover,AL,5' x 10',10,5,50,Unit,40,54,14,25.9,,"Climate Controlled, Interior, Roll Up Door",2,,https://www.selfstorage.com/self-storage/alabama/hoover/public-storage-hoover-2940-john-hawkins-pkwy-214202/reserve/22328091/,2026-09-05 14:43:34,Public Storage - Hoover - 2940 John Hawkins Pkwy,(205) 506-4867,self-storage,2940 John Hawkins Pkwy,,Hoover,AL,Alabama,35244,33.36823,-86.81894,https://www.selfstorage.com/self-storage/alabama/hoover/public-storage-hoover-2940-john-hawkins-pkwy-214202/,https://www.selfstorage.com/self-storage/alabama/hoover/,https://www.selfstorage.com/self-storage/alabama/,24.00,33,29,0,29,5,16,0,0,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,10304,18,8.6,7,https://www.static-selfstorage.com/images/facility/2142026a9c149179e0e.jpg,Mon 09:30-18:00; Tue 09:30-18:00; Wed 09:30-18:00; Thu 09:30-18:00; Fri 09:30-18:00; Sat 09:30-17:00; Sun 09:30-17:00,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
22586543,215750,Public Storage - Birmingham - 8 W Oxmoor Road,Birmingham,AL,5' x 10',5,10,50,Unit,28,38,10,26.3,$1 first month rent,"1st Floor, Interior, Swing Door",8,,https://www.selfstorage.com/self-storage/alabama/birmingham/public-storage-birmingham-8-w-oxmoor-road-215750/reserve/22586543/,2026-09-05 14:43:34,Public Storage - Birmingham - 8 W Oxmoor Road,(205) 206-6893,self-storage,8 W Oxmoor Road,,Birmingham,AL,Alabama,35209,33.45938,-86.84086,https://www.selfstorage.com/self-storage/alabama/birmingham/public-storage-birmingham-8-w-oxmoor-road-215750/,https://www.selfstorage.com/self-storage/alabama/birmingham/,https://www.selfstorage.com/self-storage/alabama/,28.00,25,29,0,29,4.5,10,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,10304,17,15,6,https://www.static-selfstorage.com/images/facility/2157506a9c14a058c61.jpg,Mon 09:30-18:00; Tue 09:30-18:00; Wed 09:30-18:00; Thu 09:30-18:00; Fri 09:30-18:00; Sat 09:30-17:00; Sun 09:30-17:00,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28207982,227443,Airport Mini Storage,Calera,AL,5' x 10',5,10,50,Unit,79,79,0,,,"Outdoor Access, Roll Up Door",1,,https://www.selfstorage.com/self-storage/alabama/calera/airport-mini-storage-227443/reserve/28207982/,2026-09-05 14:43:34,Airport Mini Storage,(205) 551-5181,self-storage,4201 Smokey Road,,Calera,AL,Alabama,35040,33.170147,-86.7867,https://www.selfstorage.com/self-storage/alabama/calera/airport-mini-storage-227443/,https://www.selfstorage.com/self-storage/alabama/calera/,https://www.selfstorage.com/self-storage/alabama/,79.00,9,25,0,25,0,0,0,0,,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,12896,15,5.4,1,https://www.static-selfstorage.com/images/facility/22744363c9a848c8fc8.jpg,Mon 08:00-17:00; Tue 08:00-17:00; Wed 08:00-17:00; Thu 08:00-17:00; Fri 08:00-17:00; Sat 08:00-17:00; Sun 23:00-23:00,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28208037,227443,Airport Mini Storage,Calera,AL,10' x 10',10,10,100,Unit,129,129,0,,,"Outdoor Access, Roll Up Door",5,,https://www.selfstorage.com/self-storage/alabama/calera/airport-mini-storage-227443/reserve/28208037/,2026-09-05 14:43:34,Airport Mini Storage,(205) 551-5181,self-storage,4201 Smokey Road,,Calera,AL,Alabama,35040,33.170147,-86.7867,https://www.selfstorage.com/self-storage/alabama/calera/airport-mini-storage-227443/,https://www.selfstorage.com/self-storage/alabama/calera/,https://www.selfstorage.com/self-storage/alabama/,79.00,9,25,0,25,0,0,0,0,,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,12896,15,5.4,1,https://www.static-selfstorage.com/images/facility/22744363c9a848c8fc8.jpg,Mon 08:00-17:00; Tue 08:00-17:00; Wed 08:00-17:00; Thu 08:00-17:00; Fri 08:00-17:00; Sat 08:00-17:00; Sun 23:00-23:00,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28208268,227448,Metro Mini Storage- Hwy 22,Calera,AL,10' x 10',10,10,100,Unit,109,109,0,,,"Outdoor Access, Roll Up Door",17,,https://www.selfstorage.com/self-storage/alabama/calera/metro-mini-storage-hwy-22-227448/reserve/28208268/,2026-09-05 14:43:34,Metro Mini Storage- Hwy 22,(205) 827-6716,self-storage,137 Apricot Lane,,Calera,AL,Alabama,35040,33.151695,-86.761406,https://www.selfstorage.com/self-storage/alabama/calera/metro-mini-storage-hwy-22-227448/,https://www.selfstorage.com/self-storage/alabama/calera/,https://www.selfstorage.com/self-storage/alabama/,49.00,6,25,0,25,5,8,0,0,,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12896,16,7.1,2,https://www.static-selfstorage.com/images/facility/22744863c9a9687d2fb.jpg,Mon 08:00-17:00; Tue 08:00-17:00; Wed 08:00-17:00; Thu 08:00-17:00; Fri 08:00-17:00; Sat 08:00-17:00; Sun ---,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28208367,227448,Metro Mini Storage- Hwy 22,Calera,AL,5' x 10',5,10,50,Unit,49,49,0,,,"Outdoor Access, Roll Up Door",4,,https://www.selfstorage.com/self-storage/alabama/calera/metro-mini-storage-hwy-22-227448/reserve/28208367/,2026-09-05 14:43:34,Metro Mini Storage- Hwy 22,(205) 827-6716,self-storage,137 Apricot Lane,,Calera,AL,Alabama,35040,33.151695,-86.761406,https://www.selfstorage.com/self-storage/alabama/calera/metro-mini-storage-hwy-22-227448/,https://www.selfstorage.com/self-storage/alabama/calera/,https://www.selfstorage.com/self-storage/alabama/,49.00,6,25,0,25,5,8,0,0,,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12896,16,7.1,2,https://www.static-selfstorage.com/images/facility/22744863c9a9687d2fb.jpg,Mon 08:00-17:00; Tue 08:00-17:00; Wed 08:00-17:00; Thu 08:00-17:00; Fri 08:00-17:00; Sat 08:00-17:00; Sun ---,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
